"season","round","raceName","position","points","wins","constructorCode","constructorAbbr","constructor_name"
"2024","4","Japanese Grand Prix","7","4","0","haas","HAA","Haas F1 Team"
"2024","4","Japanese Grand Prix","8","0","0","williams","WIL","Williams"
"2024","4","Japanese Grand Prix","9","0","0","sauber","KCK","Sauber"
"2024","4","Japanese Grand Prix","10","0","0","alpine","ALP","Alpine F1 Team"
"2024","5","Chinese Grand Prix","1","195","4","red_bull","RED","Red Bull"
"2024","5","Chinese Grand Prix","2","151","1","ferrari","FER","Ferrari"
"2024","5","Chinese Grand Prix","3","96","0","mclaren","MCL","McLaren"
"2024","5","Chinese Grand Prix","4","52","0","mercedes","MER","Mercedes"
"2024","5","Chinese Grand Prix","5","40","0","aston_martin","AST","Aston Martin"
"2024","5","Chinese Grand Prix","6","7","0","rb","VRB","RB F1 Team"
"2024","5","Chinese Grand Prix","7","5","0","haas","HAA","Haas F1 Team"
"2024","5","Chinese Grand Prix","8","0","0","williams","WIL","Williams"
"2024","5","Chinese Grand Prix","9","0","0","alpine","ALP","Alpine F1 Team"
"2024","5","Chinese Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","6","Miami Grand Prix","1","239","4","red_bull","RED","Red Bull"
"2024","6","Miami Grand Prix","2","187","1","ferrari","FER","Ferrari"
"2024","6","Miami Grand Prix","3","124","1","mclaren","MCL","McLaren"
"2024","6","Miami Grand Prix","4","64","0","mercedes","MER","Mercedes"
"2024","6","Miami Grand Prix","5","42","0","aston_martin","AST","Aston Martin"
"2024","6","Miami Grand Prix","6","19","0","rb","VRB","RB F1 Team"
"2024","6","Miami Grand Prix","7","7","0","haas","HAA","Haas F1 Team"
"2024","6","Miami Grand Prix","8","1","0","alpine","ALP","Alpine F1 Team"
"2024","6","Miami Grand Prix","9","0","0","williams","WIL","Williams"
"2024","6","Miami Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","7","Emilia Romagna Grand Prix","1","268","5","red_bull","RED","Red Bull"
"2024","7","Emilia Romagna Grand Prix","2","212","1","ferrari","FER","Ferrari"
"2024","7","Emilia Romagna Grand Prix","3","154","1","mclaren","MCL","McLaren"
"2024","7","Emilia Romagna Grand Prix","4","79","0","mercedes","MER","Mercedes"
"2024","7","Emilia Romagna Grand Prix","5","44","0","aston_martin","AST","Aston Martin"
"2024","7","Emilia Romagna Grand Prix","6","20","0","rb","VRB","RB F1 Team"
"2024","7","Emilia Romagna Grand Prix","7","7","0","haas","HAA","Haas F1 Team"
"2024","7","Emilia Romagna Grand Prix","8","1","0","alpine","ALP","Alpine F1 Team"
"2024","7","Emilia Romagna Grand Prix","9","0","0","williams","WIL","Williams"
"2024","7","Emilia Romagna Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","8","Monaco Grand Prix","1","276","5","red_bull","RED","Red Bull"
"2024","8","Monaco Grand Prix","2","252","2","ferrari","FER","Ferrari"
"2024","8","Monaco Grand Prix","3","184","1","mclaren","MCL","McLaren"
"2024","8","Monaco Grand Prix","4","96","0","mercedes","MER","Mercedes"
"2024","8","Monaco Grand Prix","5","44","0","aston_martin","AST","Aston Martin"
"2024","8","Monaco Grand Prix","6","24","0","rb","VRB","RB F1 Team"
"2024","8","Monaco Grand Prix","7","7","0","haas","HAA","Haas F1 Team"
"2024","8","Monaco Grand Prix","8","2","0","williams","WIL","Williams"
"2024","8","Monaco Grand Prix","9","2","0","alpine","ALP","Alpine F1 Team"
"2024","8","Monaco Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","9","Canadian Grand Prix","1","301","6","red_bull","RED","Red Bull"
"2024","9","Canadian Grand Prix","2","252","2","ferrari","FER","Ferrari"
"2024","9","Canadian Grand Prix","3","212","1","mclaren","MCL","McLaren"
"2024","9","Canadian Grand Prix","4","124","0","mercedes","MER","Mercedes"
"2024","9","Canadian Grand Prix","5","58","0","aston_martin","AST","Aston Martin"
"2024","9","Canadian Grand Prix","6","28","0","rb","VRB","RB F1 Team"
"2024","9","Canadian Grand Prix","7","7","0","haas","HAA","Haas F1 Team"
"2024","9","Canadian Grand Prix","8","5","0","alpine","ALP","Alpine F1 Team"
"2024","9","Canadian Grand Prix","9","2","0","williams","WIL","Williams"
"2024","9","Canadian Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","10","Spanish Grand Prix","1","330","7","red_bull","RED","Red Bull"
"2024","10","Spanish Grand Prix","2","270","2","ferrari","FER","Ferrari"
"2024","10","Spanish Grand Prix","3","237","1","mclaren","MCL","McLaren"
"2024","10","Spanish Grand Prix","4","151","0","mercedes","MER","Mercedes"
"2024","10","Spanish Grand Prix","5","58","0","aston_martin","AST","Aston Martin"
"2024","10","Spanish Grand Prix","6","28","0","rb","VRB","RB F1 Team"
"2024","10","Spanish Grand Prix","7","8","0","alpine","ALP","Alpine F1 Team"
"2024","10","Spanish Grand Prix","8","7","0","haas","HAA","Haas F1 Team"
"2024","10","Spanish Grand Prix","9","2","0","williams","WIL","Williams"
"2024","10","Spanish Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","11","Austrian Grand Prix","1","355","7","red_bull","RED","Red Bull"
"2024","11","Austrian Grand Prix","2","291","2","ferrari","FER","Ferrari"
"2024","11","Austrian Grand Prix","3","268","1","mclaren","MCL","McLaren"
"2024","11","Austrian Grand Prix","4","196","1","mercedes","MER","Mercedes"
"2024","11","Austrian Grand Prix","5","58","0","aston_martin","AST","Aston Martin"
"2024","11","Austrian Grand Prix","6","30","0","rb","VRB","RB F1 Team"
"2024","11","Austrian Grand Prix","7","19","0","haas","HAA","Haas F1 Team"
"2024","11","Austrian Grand Prix","8","9","0","alpine","ALP","Alpine F1 Team"
"2024","11","Austrian Grand Prix","9","2","0","williams","WIL","Williams"
"2024","11","Austrian Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","12","British Grand Prix","1","373","7","red_bull","RED","Red Bull"
"2024","12","British Grand Prix","2","302","2","ferrari","FER","Ferrari"
"2024","12","British Grand Prix","3","295","1","mclaren","MCL","McLaren"
"2024","12","British Grand Prix","4","221","2","mercedes","MER","Mercedes"
"2024","12","British Grand Prix","5","68","0","aston_martin","AST","Aston Martin"
"2024","12","British Grand Prix","6","31","0","rb","VRB","RB F1 Team"
"2024","12","British Grand Prix","7","27","0","haas","HAA","Haas F1 Team"
"2024","12","British Grand Prix","8","9","0","alpine","ALP","Alpine F1 Team"
"2024","12","British Grand Prix","9","4","0","williams","WIL","Williams"
"2024","12","British Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","13","Hungarian Grand Prix","1","389","7","red_bull","RED","Red Bull"
"2024","13","Hungarian Grand Prix","2","338","2","mclaren","MCL","McLaren"
"2024","13","Hungarian Grand Prix","3","322","2","ferrari","FER","Ferrari"
"2024","13","Hungarian Grand Prix","4","241","2","mercedes","MER","Mercedes"
"2024","13","Hungarian Grand Prix","5","69","0","aston_martin","AST","Aston Martin"
"2024","13","Hungarian Grand Prix","6","33","0","rb","VRB","RB F1 Team"
"2024","13","Hungarian Grand Prix","7","27","0","haas","HAA","Haas F1 Team"
"2024","13","Hungarian Grand Prix","8","9","0","alpine","ALP","Alpine F1 Team"
"2024","13","Hungarian Grand Prix","9","4","0","williams","WIL","Williams"
"2024","13","Hungarian Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","14","Belgian Grand Prix","1","408","7","red_bull","RED","Red Bull"
"2024","14","Belgian Grand Prix","2","366","2","mclaren","MCL","McLaren"
"2024","14","Belgian Grand Prix","3","345","2","ferrari","FER","Ferrari"
"2024","14","Belgian Grand Prix","4","266","3","mercedes","MER","Mercedes"
"2024","14","Belgian Grand Prix","5","73","0","aston_martin","AST","Aston Martin"
"2024","14","Belgian Grand Prix","6","34","0","rb","VRB","RB F1 Team"
"2024","14","Belgian Grand Prix","7","27","0","haas","HAA","Haas F1 Team"
"2024","14","Belgian Grand Prix","8","11","0","alpine","ALP","Alpine F1 Team"
"2024","14","Belgian Grand Prix","9","4","0","williams","WIL","Williams"
"2024","14","Belgian Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","15","Dutch Grand Prix","1","434","7","red_bull","RED","Red Bull"
"2024","15","Dutch Grand Prix","2","404","3","mclaren","MCL","McLaren"
"2024","15","Dutch Grand Prix","3","370","2","ferrari","FER","Ferrari"
"2024","15","Dutch Grand Prix","4","276","3","mercedes","MER","Mercedes"
"2024","15","Dutch Grand Prix","5","74","0","aston_martin","AST","Aston Martin"
"2024","15","Dutch Grand Prix","6","34","0","rb","VRB","RB F1 Team"
"2024","15","Dutch Grand Prix","7","27","0","haas","HAA","Haas F1 Team"
"2024","15","Dutch Grand Prix","8","13","0","alpine","ALP","Alpine F1 Team"
"2024","15","Dutch Grand Prix","9","4","0","williams","WIL","Williams"
"2024","15","Dutch Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","16","Italian Grand Prix","1","446","7","red_bull","RED","Red Bull"
"2024","16","Italian Grand Prix","2","438","3","mclaren","MCL","McLaren"
"2024","16","Italian Grand Prix","3","407","3","ferrari","FER","Ferrari"
"2024","16","Italian Grand Prix","4","292","3","mercedes","MER","Mercedes"
"2024","16","Italian Grand Prix","5","74","0","aston_martin","AST","Aston Martin"
"2024","16","Italian Grand Prix","6","34","0","rb","VRB","RB F1 Team"
"2024","16","Italian Grand Prix","7","28","0","haas","HAA","Haas F1 Team"
"2024","16","Italian Grand Prix","8","13","0","alpine","ALP","Alpine F1 Team"
"2024","16","Italian Grand Prix","9","6","0","williams","WIL","Williams"
"2024","16","Italian Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","17","Azerbaijan Grand Prix","1","476","4","mclaren","MCL","McLaren"
"2024","17","Azerbaijan Grand Prix","2","456","7","red_bull","RED","Red Bull"
"2024","17","Azerbaijan Grand Prix","3","425","3","ferrari","FER","Ferrari"
"2024","17","Azerbaijan Grand Prix","4","309","3","mercedes","MER","Mercedes"
"2024","17","Azerbaijan Grand Prix","5","82","0","aston_martin","AST","Aston Martin"
"2024","17","Azerbaijan Grand Prix","6","34","0","rb","VRB","RB F1 Team"
"2024","17","Azerbaijan Grand Prix","7","29","0","haas","HAA","Haas F1 Team"
"2024","17","Azerbaijan Grand Prix","8","16","0","williams","WIL","Williams"
"2024","17","Azerbaijan Grand Prix","9","13","0","alpine","ALP","Alpine F1 Team"
"2024","17","Azerbaijan Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","18","Singapore Grand Prix","1","516","5","mclaren","MCL","McLaren"
"2024","18","Singapore Grand Prix","2","475","7","red_bull","RED","Red Bull"
"2024","18","Singapore Grand Prix","3","441","3","ferrari","FER","Ferrari"
"2024","18","Singapore Grand Prix","4","329","3","mercedes","MER","Mercedes"
"2024","18","Singapore Grand Prix","5","86","0","aston_martin","AST","Aston Martin"
"2024","18","Singapore Grand Prix","6","34","0","rb","VRB","RB F1 Team"
"2024","18","Singapore Grand Prix","7","31","0","haas","HAA","Haas F1 Team"
"2024","18","Singapore Grand Prix","8","16","0","williams","WIL","Williams"
"2024","18","Singapore Grand Prix","9","13","0","alpine","ALP","Alpine F1 Team"
"2024","18","Singapore Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","19","United States Grand Prix","1","544","5","mclaren","MCL","McLaren"
"2024","19","United States Grand Prix","2","504","7","red_bull","RED","Red Bull"
"2024","19","United States Grand Prix","3","496","4","ferrari","FER","Ferrari"
"2024","19","United States Grand Prix","4","344","3","mercedes","MER","Mercedes"
"2024","19","United States Grand Prix","5","86","0","aston_martin","AST","Aston Martin"
"2024","19","United States Grand Prix","6","38","0","haas","HAA","Haas F1 Team"
"2024","19","United States Grand Prix","7","36","0","rb","VRB","RB F1 Team"
"2024","19","United States Grand Prix","8","17","0","williams","WIL","Williams"
"2024","19","United States Grand Prix","9","13","0","alpine","ALP","Alpine F1 Team"
"2024","19","United States Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","20","Mexico City Grand Prix","1","566","5","mclaren","MCL","McLaren"
"2024","20","Mexico City Grand Prix","2","537","5","ferrari","FER","Ferrari"
"2024","20","Mexico City Grand Prix","3","512","7","red_bull","RED","Red Bull"
"2024","20","Mexico City Grand Prix","4","366","3","mercedes","MER","Mercedes"
"2024","20","Mexico City Grand Prix","5","86","0","aston_martin","AST","Aston Martin"
"2024","20","Mexico City Grand Prix","6","46","0","haas","HAA","Haas F1 Team"
"2024","20","Mexico City Grand Prix","7","36","0","rb","VRB","RB F1 Team"
"2024","20","Mexico City Grand Prix","8","17","0","williams","WIL","Williams"
"2024","20","Mexico City Grand Prix","9","14","0","alpine","ALP","Alpine F1 Team"
"2024","20","Mexico City Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","21","Ṣo Paulo Grand Prix","1","593","5","mclaren","MCL","McLaren"
"2024","21","Ṣo Paulo Grand Prix","2","557","5","ferrari","FER","Ferrari"
"2024","21","Ṣo Paulo Grand Prix","3","544","8","red_bull","RED","Red Bull"
"2024","21","Ṣo Paulo Grand Prix","4","382","3","mercedes","MER","Mercedes"
"2024","21","Ṣo Paulo Grand Prix","5","86","0","aston_martin","AST","Aston Martin"
"2024","21","Ṣo Paulo Grand Prix","6","49","0","alpine","ALP","Alpine F1 Team"
"2024","21","Ṣo Paulo Grand Prix","7","46","0","haas","HAA","Haas F1 Team"
"2024","21","Ṣo Paulo Grand Prix","8","44","0","rb","VRB","RB F1 Team"
"2024","21","Ṣo Paulo Grand Prix","9","17","0","williams","WIL","Williams"
"2024","21","Ṣo Paulo Grand Prix","10","0","0","sauber","KCK","Sauber"
"2024","23","Qatar Grand Prix","1","640","5","mclaren","MCL","McLaren"
"2024","23","Qatar Grand Prix","2","619","5","ferrari","FER","Ferrari"
"2024","23","Qatar Grand Prix","3","581","9","red_bull","RED","Red Bull"
"2024","23","Qatar Grand Prix","4","446","4","mercedes","MER","Mercedes"
"2024","23","Qatar Grand Prix","5","92","0","aston_martin","AST","Aston Martin"
"2024","23","Qatar Grand Prix","6","59","0","alpine","ALP","Alpine F1 Team"
"2024","23","Qatar Grand Prix","7","54","0","haas","HAA","Haas F1 Team"
"2024","23","Qatar Grand Prix","8","46","0","rb","VRB","RB F1 Team"
"2024","23","Qatar Grand Prix","9","17","0","williams","WIL","Williams"
"2024","23","Qatar Grand Prix","10","4","0","sauber","KCK","Sauber"
